grid_lat,grid_lon,interpolated_demand_score
12.7,77.38,0.0
12.7,77.38474747474747,0.0
12.7,77.38949494949495,0.0
12.7,77.39424242424242,0.0
12.7,77.3989898989899,0.0
12.7,77.40373737373737,0.0
12.7,77.40848484848485,0.0
12.7,77.41323232323232,0.0
12.7,77.4179797979798,0.0
12.7,77.42272727272727,0.0
12.7,77.42747474747475,0.0
12.7,77.43222222222222,0.0
12.7,77.4369696969697,0.0
12.7,77.44171717171717,0.0
12.7,77.44646464646465,0.0
12.7,77.45121212121212,0.0
12.7,77.4559595959596,0.0
12.7,77.46070707070706,0.0
12.7,77.46545454545453,0.0
12.7,77.47020202020201,0.0
12.7,77.47494949494948,0.0
12.7,77.47969696969696,0.0
12.7,77.48444444444443,0.0
12.7,77.48919191919191,0.0
12.7,77.49393939393939,0.0
12.7,77.49868686868686,0.0
12.7,77.50343434343434,0.0
12.7,77.50818181818181,0.0
12.7,77.51292929292929,0.0
12.7,77.51767676767676,0.0
12.7,77.52242424242424,0.0
12.7,77.52717171717171,0.0
12.7,77.53191919191919,0.0
12.7,77.53666666666666,0.0
12.7,77.54141414141414,0.0
12.7,77.54616161616161,0.0
12.7,77.55090909090909,0.0
12.7,77.55565656565656,0.0
12.7,77.56040404040404,0.0
12.7,77.56515151515151,0.0
12.7,77.56989898989899,0.0
12.7,77.57464646464646,0.0
12.7,77.57939393939394,0.0
12.7,77.58414141414141,0.0
12.7,77.58888888888889,0.0
12.7,77.59363636363636,0.0
12.7,77.59838383838384,0.0
12.7,77.60313131313131,0.0
12.7,77.60787878787879,0.0
12.7,77.61262626262626,0.0
12.7,77.61737373737373,0.0
12.7,77.6221212121212,0.0
12.7,77.62686868686868,0.0
12.7,77.63161616161615,0.0
12.7,77.63636363636363,0.0
12.7,77.6411111111111,0.0
12.7,77.64585858585858,0.0
12.7,77.65060606060605,0.0
12.7,77.65535353535353,0.0
12.7,77.660101010101,0.0
12.7,77.66484848484848,0.0
12.7,77.66959595959595,11.116851818747818
12.7,77.67434343434343,23.536179365590215
12.7,77.6790909090909,34.856348536210135
12.7,77.68383838383838,45.01432089088485
12.7,77.68858585858585,53.96144419279881
12.7,77.69333333333333,61.66470294003375
12.7,77.6980808080808,68.10753990267403
12.7,77.70282828282828,73.29016357264481
12.7,77.70757575757575,77.22929383208975
12.7,77.71232323232323,79.95734325097874
12.7,77.7170707070707,81.52107777097262
12.7,77.72181818181818,81.97984147327952
12.7,77.72656565656565,81.40346008958295
12.7,77.73131313131313,79.86995382560417
12.7,77.7360606060606,77.46319118328393
12.7,77.74080808080808,74.27060386980884
12.7,77.74555555555555,70.38106182799675
12.7,77.75030303030303,65.88298131921329
12.7,77.7550505050505,60.86271168664098
12.7,77.75979797979798,55.403221130371094
12.7,77.76454545454546,49.583080641925335
12.7,77.76929292929293,43.475729156285524
12.7,77.77404040404039,37.14899208932184
12.7,77.77878787878787,30.66481920867227
12.7,77.78353535353534,24.0792054226622
12.7,77.78828282828282,17.442258573602885
12.7,77.79303030303029,10.798380778171122
12.7,77.79777777777777,4.186533459462225
12.7,77.80252525252524,0.0
12.7,77.80727272727272,0.0
12.7,77.8120202020202,0.0
12.7,77.81676767676767,0.0
12.7,77.82151515151514,0.0
12.7,77.82626262626262,0.0
12.7,77.8310101010101,0.0
12.7,77.83575757575757,0.0
12.7,77.84050505050504,0.0
12.7,77.84525252525252,0.0
12.7,77.85,0.0
12.705555555555556,77.38,0.0
12.705555555555556,77.38474747474747,0.0
12.705555555555556,77.38949494949495,0.0
12.705555555555556,77.39424242424242,0.0
12.705555555555556,77.3989898989899,0.0
12.705555555555556,77.40373737373737,0.0
12.705555555555556,77.40848484848485,0.0
12.705555555555556,77.41323232323232,0.0
12.705555555555556,77.4179797979798,0.0
12.705555555555556,77.42272727272727,0.0
12.705555555555556,77.42747474747475,0.0
12.705555555555556,77.43222222222222,0.0
12.705555555555556,77.4369696969697,0.0
12.705555555555556,77.44171717171717,0.0
12.705555555555556,77.44646464646465,0.0
12.705555555555556,77.45121212121212,0.0
12.705555555555556,77.4559595959596,0.0
12.705555555555556,77.46070707070706,0.0
12.705555555555556,77.46545454545453,0.0
12.705555555555556,77.47020202020201,0.0
12.705555555555556,77.47494949494948,0.0
12.705555555555556,77.47969696969696,0.0
12.705555555555556,77.48444444444443,0.0
12.705555555555556,77.48919191919191,0.0
12.705555555555556,77.49393939393939,0.0
12.705555555555556,77.49868686868686,0.0
12.705555555555556,77.50343434343434,0.0
12.705555555555556,77.50818181818181,0.0
12.705555555555556,77.51292929292929,0.0
12.705555555555556,77.51767676767676,0.0
12.705555555555556,77.52242424242424,0.0
12.705555555555556,77.52717171717171,0.0
12.705555555555556,77.53191919191919,0.0
12.705555555555556,77.53666666666666,0.0
12.705555555555556,77.54141414141414,0.0
12.705555555555556,77.54616161616161,0.0
12.705555555555556,77.55090909090909,0.0
12.705555555555556,77.55565656565656,0.0
12.705555555555556,77.56040404040404,0.0
12.705555555555556,77.56515151515151,0.0
12.705555555555556,77.56989898989899,0.0
12.705555555555556,77.57464646464646,0.0
12.705555555555556,77.57939393939394,0.0
12.705555555555556,77.58414141414141,0.0
12.705555555555556,77.58888888888889,0.0
12.705555555555556,77.59363636363636,0.0
12.705555555555556,77.59838383838384,0.0
12.705555555555556,77.60313131313131,0.0
12.705555555555556,77.60787878787879,0.0
12.705555555555556,77.61262626262626,0.0
12.705555555555556,77.61737373737373,0.0
12.705555555555556,77.6221212121212,0.0
12.705555555555556,77.62686868686868,0.0
12.705555555555556,77.63161616161615,0.0
12.705555555555556,77.63636363636363,0.0
12.705555555555556,77.6411111111111,0.0
12.705555555555556,77.64585858585858,0.0
12.705555555555556,77.65060606060605,0.0
12.705555555555556,77.65535353535353,0.0
12.705555555555556,77.660101010101,0.0
12.705555555555556,77.66484848484848,0.0
12.705555555555556,77.66959595959595,0.0
12.705555555555556,77.67434343434343,4.077466622693464
12.705555555555556,77.6790909090909,15.263446358963847
12.705555555555556,77.68383838383838,25.280826491303742
12.705555555555556,77.68858585858585,34.08456682343967
12.705555555555556,77.69333333333333,41.64525040076114
12.705555555555556,77.6980808080808,47.949820616748184
12.705555555555556,77.70282828282828,53.00181661406532
12.705555555555556,77.70757575757575,56.82105873711407
12.705555555555556,77.71232323232323,59.442780655110255
12.705555555555556,77.7170707070707,60.916251339018345
12.705555555555556,77.72181818181818,61.30297114280984
12.705555555555556,77.72656565656565,60.67455654311925
12.705555555555556,77.73131313131313,59.110443943180144
12.705555555555556,77.7360606060606,56.695543995825574
12.705555555555556,77.74080808080808,53.5179659742862
12.705555555555556,77.74555555555555,49.6669103091117
12.705555555555556,77.75030303030303,45.23080101981759
12.705555555555556,77.7550505050505,40.29570213123225
12.705555555555556,77.75979797979798,34.944036829750985
12.705555555555556,77.76454545454546,29.2536069159396
12.705555555555556,77.76929292929293,23.296894144965336
12.705555555555556,77.77404040404039,17.140614389441907
12.705555555555556,77.77878787878787,10.845489548519254
12.705555555555556,77.78353535353534,4.466200076974928
12.705555555555556,77.78828282828282,0.0
12.705555555555556,77.79303030303029,0.0
12.705555555555556,77.79777777777777,0.0
12.705555555555556,77.80252525252524,0.0
12.705555555555556,77.80727272727272,0.0
12.705555555555556,77.8120202020202,0.0
12.705555555555556,77.81676767676767,0.0
12.705555555555556,77.82151515151514,0.0
12.705555555555556,77.82626262626262,0.0
12.705555555555556,77.8310101010101,0.0
12.705555555555556,77.83575757575757,0.0
12.705555555555556,77.84050505050504,0.0
12.705555555555556,77.84525252525252,0.0
12.705555555555556,77.85,0.0
12.71111111111111,77.38,0.0
12.71111111111111,77.38474747474747,0.0
12.71111111111111,77.38949494949495,0.0
12.71111111111111,77.39424242424242,0.0
12.71111111111111,77.3989898989899,0.0
12.71111111111111,77.40373737373737,0.0
12.71111111111111,77.40848484848485,0.0
12.71111111111111,77.41323232323232,0.0
12.71111111111111,77.4179797979798,0.0
12.71111111111111,77.42272727272727,0.0
12.71111111111111,77.42747474747475,0.0
12.71111111111111,77.43222222222222,0.0
12.71111111111111,77.4369696969697,0.0
12.71111111111111,77.44171717171717,0.0
12.71111111111111,77.44646464646465,0.0
12.71111111111111,77.45121212121212,0.0
12.71111111111111,77.4559595959596,0.0
12.71111111111111,77.46070707070706,0.0
12.71111111111111,77.46545454545453,0.0
12.71111111111111,77.47020202020201,0.0
12.71111111111111,77.47494949494948,0.0
12.71111111111111,77.47969696969696,0.0
12.71111111111111,77.48444444444443,0.0
12.71111111111111,77.48919191919191,0.0
12.71111111111111,77.49393939393939,0.0
12.71111111111111,77.49868686868686,0.0
12.71111111111111,77.50343434343434,0.0
12.71111111111111,77.50818181818181,0.0
12.71111111111111,77.51292929292929,0.0
12.71111111111111,77.51767676767676,0.0
12.71111111111111,77.52242424242424,0.0
12.71111111111111,77.52717171717171,0.0
12.71111111111111,77.53191919191919,0.0
12.71111111111111,77.53666666666666,0.0
12.71111111111111,77.54141414141414,0.0
12.71111111111111,77.54616161616161,0.0
12.71111111111111,77.55090909090909,0.0
12.71111111111111,77.55565656565656,0.0
12.71111111111111,77.56040404040404,0.0
12.71111111111111,77.56515151515151,0.0
12.71111111111111,77.56989898989899,0.0
12.71111111111111,77.57464646464646,0.0
12.71111111111111,77.57939393939394,0.0
12.71111111111111,77.58414141414141,0.0
12.71111111111111,77.58888888888889,0.0
12.71111111111111,77.59363636363636,0.0
12.71111111111111,77.59838383838384,0.0
12.71111111111111,77.60313131313131,0.0
12.71111111111111,77.60787878787879,0.0
12.71111111111111,77.61262626262626,0.0
12.71111111111111,77.61737373737373,0.0
12.71111111111111,77.6221212121212,0.0
12.71111111111111,77.62686868686868,0.0
12.71111111111111,77.63161616161615,0.0
12.71111111111111,77.63636363636363,0.0
12.71111111111111,77.6411111111111,0.0
12.71111111111111,77.64585858585858,0.0
12.71111111111111,77.65060606060605,0.0
12.71111111111111,77.65535353535353,0.0
12.71111111111111,77.660101010101,0.0
12.71111111111111,77.66484848484848,0.0
12.71111111111111,77.66959595959595,0.0
12.71111111111111,77.67434343434343,0.0
12.71111111111111,77.6790909090909,0.0
12.71111111111111,77.68383838383838,4.765617677476257
12.71111111111111,77.68858585858585,13.356619719881564
12.71111111111111,77.69333333333333,20.71180270728655
12.71111111111111,77.6980808080808,26.822584429522976
12.71111111111111,77.70282828282828,31.696556065464392
12.71111111111111,77.70757575757575,35.357095405692235
12.71111111111111,77.71232323232323,37.842453302582726
12.71111111111111,77.7170707070707,39.204354205401614
12.71111111111111,77.72181818181818,39.50619191699661
12.71111111111111,77.72656565656565,38.82093150378205
12.71111111111111,77.73131313131313,37.22884399467148
12.71111111111111,77.7360606060606,34.815201696241274
12.71111111111111,77.74080808080808,31.668050265172496
12.71111111111111,77.74555555555555,27.876152753131464
12.71111111111111,77.75030303030303,23.527174833230674
12.71111111111111,77.7550505050505,18.706153350882232
12.71111111111111,77.75979797979798,13.494265475077555
12.71111111111111,77.76454545454546,7.967894896166399
12.71111111111111,77.76929292929293,2.1979760280810297
12.71111111111111,77.77404040404039,0.0
12.71111111111111,77.77878787878787,0.0
12.71111111111111,77.78353535353534,0.0
12.71111111111111,77.78828282828282,0.0
12.71111111111111,77.79303030303029,0.0
12.71111111111111,77.79777777777777,0.0
12.71111111111111,77.80252525252524,0.0
12.71111111111111,77.80727272727272,0.0
12.71111111111111,77.8120202020202,0.0
12.71111111111111,77.81676767676767,0.0
12.71111111111111,77.82151515151514,0.0
12.71111111111111,77.82626262626262,0.0
12.71111111111111,77.8310101010101,0.0
12.71111111111111,77.83575757575757,0.0
12.71111111111111,77.84050505050504,0.0
12.71111111111111,77.84525252525252,0.0
12.71111111111111,77.85,0.0
12.716666666666667,77.38,0.0
12.716666666666667,77.38474747474747,0.0
12.716666666666667,77.38949494949495,0.0
12.716666666666667,77.39424242424242,0.0
12.716666666666667,77.3989898989899,0.0
12.716666666666667,77.40373737373737,0.0
12.716666666666667,77.40848484848485,0.0
12.716666666666667,77.41323232323232,0.0
12.716666666666667,77.4179797979798,0.0
12.716666666666667,77.42272727272727,0.0
12.716666666666667,77.42747474747475,0.0
12.716666666666667,77.43222222222222,0.0
12.716666666666667,77.4369696969697,0.0
12.716666666666667,77.44171717171717,0.0
12.716666666666667,77.44646464646465,0.0
12.716666666666667,77.45121212121212,0.0
12.716666666666667,77.4559595959596,0.0
12.716666666666667,77.46070707070706,0.0
12.716666666666667,77.46545454545453,0.0
12.716666666666667,77.47020202020201,0.0
12.716666666666667,77.47494949494948,0.0
12.716666666666667,77.47969696969696,0.0
12.716666666666667,77.48444444444443,0.0
12.716666666666667,77.48919191919191,0.0
12.716666666666667,77.49393939393939,0.0
12.716666666666667,77.49868686868686,0.0
12.716666666666667,77.50343434343434,0.0
12.716666666666667,77.50818181818181,0.0
12.716666666666667,77.51292929292929,0.0
12.716666666666667,77.51767676767676,0.0
12.716666666666667,77.52242424242424,0.0
12.716666666666667,77.52717171717171,0.0
12.716666666666667,77.53191919191919,0.0
12.716666666666667,77.53666666666666,0.0
12.716666666666667,77.54141414141414,0.0
12.716666666666667,77.54616161616161,0.0
12.716666666666667,77.55090909090909,0.0
12.716666666666667,77.55565656565656,0.0
12.716666666666667,77.56040404040404,0.0
12.716666666666667,77.56515151515151,0.0
12.716666666666667,77.56989898989899,0.0
12.716666666666667,77.57464646464646,0.0
12.716666666666667,77.57939393939394,0.0
12.716666666666667,77.58414141414141,0.0
12.716666666666667,77.58888888888889,0.0
12.716666666666667,77.59363636363636,0.0
12.716666666666667,77.59838383838384,0.0
12.716666666666667,77.60313131313131,0.0
12.716666666666667,77.60787878787879,0.0
12.716666666666667,77.61262626262626,0.0
12.716666666666667,77.61737373737373,0.0
12.716666666666667,77.6221212121212,0.0
12.716666666666667,77.62686868686868,0.0
12.716666666666667,77.63161616161615,0.0
12.716666666666667,77.63636363636363,0.0
12.716666666666667,77.6411111111111,0.0
12.716666666666667,77.64585858585858,0.0
12.716666666666667,77.65060606060605,0.0
12.716666666666667,77.65535353535353,0.0
12.716666666666667,77.660101010101,0.0
12.716666666666667,77.66484848484848,0.0
12.716666666666667,77.66959595959595,0.0
12.716666666666667,77.67434343434343,0.0
12.716666666666667,77.6790909090909,0.0
12.716666666666667,77.68383838383838,0.0
12.716666666666667,77.68858585858585,0.0
12.716666666666667,77.69333333333333,0.0
12.716666666666667,77.6980808080808,4.954166769515723
12.716666666666667,77.70282828282828,9.59403781988658
12.716666666666667,77.70757575757575,13.048284156713635
12.716666666666667,77.71232323232323,15.35846744151786
12.716666666666667,77.7170707070707,16.57880256511271
12.716666666666667,77.72181818181818,16.774381992407143
12.716666666666667,77.72656565656565,16.019131844630465
12.716666666666667,77.73131313131313,14.393618766916916
12.716666666666667,77.7360606060606,11.982828153762966
12.716666666666667,77.74080808080808,8.874023620504886
12.716666666666667,77.74555555555555,5.154777835123241
12.716666666666667,77.75030303030303,0.9112402088940144
12.716666666666667,77.7550505050505,0.0
12.716666666666667,77.75979797979798,0.0
12.716666666666667,77.76454545454546,0.0
12.716666666666667,77.76929292929293,0.0
12.716666666666667,77.77404040404039,0.0
12.716666666666667,77.77878787878787,0.0
12.716666666666667,77.78353535353534,0.0
12.716666666666667,77.78828282828282,0.0
12.716666666666667,77.79303030303029,0.0
12.716666666666667,77.79777777777777,0.0
12.716666666666667,77.80252525252524,0.0
12.716666666666667,77.80727272727272,0.0
12.716666666666667,77.8120202020202,0.0
12.716666666666667,77.81676767676767,0.0
12.716666666666667,77.82151515151514,0.0
12.716666666666667,77.82626262626262,0.0
12.716666666666667,77.8310101010101,0.0
12.716666666666667,77.83575757575757,0.0
12.716666666666667,77.84050505050504,0.0
12.716666666666667,77.84525252525252,0.0
12.716666666666667,77.85,0.0
12.722222222222221,77.38,0.0
12.722222222222221,77.38474747474747,0.0
12.722222222222221,77.38949494949495,0.0
12.722222222222221,77.39424242424242,0.0
12.722222222222221,77.3989898989899,0.0
12.722222222222221,77.40373737373737,0.0
12.722222222222221,77.40848484848485,0.0
12.722222222222221,77.41323232323232,0.0
12.722222222222221,77.4179797979798,0.0
12.722222222222221,77.42272727272727,0.0
12.722222222222221,77.42747474747475,0.0
12.722222222222221,77.43222222222222,0.0
12.722222222222221,77.4369696969697,0.0
12.722222222222221,77.44171717171717,0.0
